STAND,-1.129043,-1.129043,-1.716787,14.5188,-1.258912,1.616553,14.61635,-1.368201,4.768173,14.56539,-1.713974,6.199774,14.33796,-3.179064,3.302834,14.60914,-3.567516,0.8387441,15.00854,-3.875914,-1.086994,14.80426,-3.891835,-1.816379,14.93428,0.2859589,3.417938,14.15274,1.198086,1.192522,14.20511,1.645144,-0.6921124,13.11778,1.931346,-1.33164,12.70741,-1.888455,-1.719757,14.21892,-2.040177,-5.383472,13.67192,-2.011066,-8.573586,13.9004,-2.126678,-8.767867,12.50138,-0.3096977,-1.624886,14.06697,0.2800063,-5.535522,13.8534,0.75682,-7.947137,14.48178,0.5874205,-8.742265,14.0519,-1.3437,4.004204,14.60016,-3.765131,-2.515595,14.94652,-4.136136,-1.964338,14.62191,2.157999,-1.871053,12.38463,1.807238,-1.832971,13.33
STAND,0.04151006,0.04151006,-1.881824,15.74098,0.05177142,1.438253,15.90195,0.06248987,4.592004,15.91351,-0.1952069,6.067927,15.73975,-1.727601,3.213262,15.93393,-2.130501,0.8680162,16.0567,-2.219895,-0.9001265,14.89805,-1.974894,-1.576948,14.57963,1.683573,3.240165,15.37205,2.573418,1.082216,15.32417,2.838629,-0.6975218,14.13612,3.078461,-1.333917,13.57091,-0.7385707,-1.863552,15.48536,-1.263628,-5.628415,14.56627,-2.158043,-8.5236,14.00907,-2.299158,-8.708073,12.60931,0.8206887,-1.809885,15.24194,0.7846522,-5.714454,15.05336,0.6824638,-8.28746,15.08605,1.372902,-8.694084,14.38577,0.05982815,3.825485,15.93353,-1.899301,-2.073592,14.15383,-2.342039,-1.455198,13.915,3.259305,-1.870156,13.14332,2.986271,-1.839757,14.01667
STAND,0.2083714,0.2083714,-1.885368,15.92508,0.2740992,1.420065,16.17127,0.3374507,4.560455,16.27731,0.08913288,6.035992,16.09755,-1.488797,3.179094,16.29741,-1.785059,0.9656857,16.2332,-1.766391,-0.7165303,14.77561,-1.499997,-1.328142,14.6236,1.95616,3.197091,15.66639,2.882772,1.054262,15.59343,3.154649,-0.735553,14.38428,3.391013,-1.354492,13.83754,-0.5750609,-1.860072,15.68875,-1.110757,-5.724136,14.9252,-1.647767,-8.640011,14.98328,-1.820885,-8.817833,13.57659,0.9828354,-1.821065,15.40672,0.8633748,-5.7534,15.18074,0.7151967,-8.326372,15.1816,1.255729,-8.619632,14.18683,0.3222205,3.796818,16.27317,-1.47393,-1.655263,14.18049,-1.045311,-1.462727,14.96032,3.578711,-1.856249,13.39794,3.326353,-1.833325,14.42182
STAND,0.2446433,0.2446433,-1.874912,15.96996,0.3215012,1.423249,16.25515,0.3915561,4.555243,16.39706,0.1573686,6.038034,16.22771,-1.452427,3.188183,16.41387,-1.83741,0.7966003,16.4949,-2.111318,-1.210322,15.67363,-2.125287,-1.764393,15.55379,2.000849,3.174871,15.78486,2.931329,1.021764,15.69795,3.245849,-0.7963452,14.474,3.432485,-1.396227,13.95425,-0.5432583,-1.846075,15.73307,-1.031439,-5.76975,15.05733,-1.553711,-8.291999,15.0516,-1.189574,-8.110749,13.79497,1.022042,-1.814935,15.45147,0.8622574,-5.773976,15.20547,0.770052,-8.348171,15.22064,1.126412,-8.700675,14.14739,0.3749842,3.793631,16.38433,-1.956998,-2.443492,15.36904,-1.635651,-1.8627,15.13583,3.626954,-1.892856,13.55404,3.340474,-1.883764,14.358
STAND,0.2420287,0.2420287,-1.868184,15.9974,0.3148491,1.424002,16.29284,0.380092,4.550552,16.44355,0.1442576,6.034595,16.27611,-1.462443,3.184565,16.5016,-1.974942,0.7596912,16.84191,-2.398798,-1.144168,16.33015,-2.478481,-1.861164,16.287,1.989457,3.171716,15.82936,2.915841,1.002161,15.74994,3.241174,-0.8331527,14.5294,3.383839,-1.4252,14.00644,-0.5479949,-1.837992,15.76256,-1.026577,-5.776115,15.07576,-1.54441,-8.299215,15.07045,-1.171533,-8.117907,13.81682,1.021515,-1.809797,15.47642,0.8497458,-5.780683,15.22589,0.7901022,-8.356696,15.22508,1.062309,-8.685347,14.10013,0.3647667,3.790224,16.42869,-2.365672,-2.547299,16.17378,-2.119612,-1.793397,16.03147,3.571529,-1.936692,13.59059,3.263788,-1.889908,14.41125
STAND,0.2322498,0.2322498,-1.864991,16.02167,0.3039508,1.423937,16.31421,0.3692813,4.548585,16.46101,0.1219464,6.036937,16.29678,-1.477069,3.180007,16.54585,-1.979966,0.7673026,16.88053,-2.343852,-1.100451,16.15095,-2.299288,-1.742353,15.75672,1.972496,3.172262,15.84193,2.893797,0.9997788,15.75936,3.2165,-0.8570472,14.5448,3.334868,-1.427601,13.99966,-0.5586808,-1.836016,15.79371,-0.9970288,-5.838899,15.15273,-1.574142,-8.350669,15.1115,-1.121927,-8.005035,13.9064,1.013187,-1.80599,15.4939,0.8390626,-5.783374,15.24444,0.7970761,-8.361054,15.21933,0.9763619,-8.687189,14.06525,0.3538589,3.788656,16.44718,-2.228781,-2.367887,15.52989,-1.936811,-1.687688,15.553,3.521347,-1.938555,13.56525,3.287875,-1.971174,14.59909
STAND,0.2273183,0.2273183,-1.862873,16.04108,0.2951024,1.424093,16.33267,0.3566976,4.547551,16.47778,0.1044606,6.035211,16.31236,-1.478937,3.182869,16.57256,-1.90364,0.8000196,16.80711,-2.114703,-0.9581882,15.66143,-1.931604,-1.603192,15.2517,1.955532,3.172825,15.85065,2.876854,0.9954727,15.75901,3.202514,-0.8620583,14.54111,3.320292,-1.423097,13.98366,-0.56369,-1.83512,15.81983,-0.9801505,-5.860539,15.18566,-1.577031,-8.367713,15.14159,-1.125173,-7.997654,13.94117,1.008723,-1.803272,15.5072,0.8317369,-5.78101,15.2535,0.7993054,-8.35945,15.21598,0.9285397,-8.685861,14.05174,0.3421776,3.787853,16.46444,-1.792488,-2.177367,14.95897,-1.377109,-1.552244,15.40452,3.492566,-1.936284,13.54229,3.248467,-1.927995,14.53828
STAND,0.2225533,0.2225533,-1.861241,16.04826,0.2902747,1.425668,16.34288,0.3520237,4.549243,16.49084,0.09473045,6.041827,16.33364,-1.482527,3.183723,16.59021,-1.862777,0.8199062,16.74356,-2.021434,-0.9168586,15.53727,-1.837228,-1.579407,15.2239,1.946615,3.171726,15.85896,2.867658,0.9961,15.76293,3.183857,-0.8559412,14.55056,3.314469,-1.437201,14.01953,-0.5667878,-1.833477,15.82813,-0.9749883,-5.870767,15.20256,-1.57422,-8.377176,15.16136,-1.146204,-7.987151,13.95442,1.002296,-1.801562,15.51267,0.8243063,-5.786992,15.26056,0.8068247,-8.366055,15.2102,0.8659159,-8.677453,14.0281,0.3374248,3.789497,16.47681,-1.733442,-2.181323,14.95408,-1.417852,-1.569744,15.485,3.491769,-1.929815,13.5801,3.244131,-1.928961,14.5544
STAND,0.2223102,0.2223102,-1.859332,16.05149,0.2887787,1.42669,16.34715,0.3493974,4.549339,16.49652,0.09664142,6.044823,16.34518,-1.483436,3.183734,16.59424,-1.860856,0.8078541,16.73656,-2.051374,-1.073787,15.63222,-2.069211,-1.649077,15.4397,1.944216,3.171046,15.86874,2.859037,0.9870673,15.77695,3.175592,-0.8598996,14.5624,3.32303,-1.442783,14.04185,-0.5664898,-1.831618,15.83139,-0.9642775,-5.883326,15.21588,-1.569728,-8.388247,15.17297,-1.144902,-7.996751,13.96493,1.001441,-1.799575,15.51555,0.8213914,-5.789651,15.26586,0.8083412,-8.368782,15.21362,0.8532303,-8.660001,14.01913,0.33508,3.789843,16.48211,-1.886849,-2.323205,15.21649,-1.674213,-1.621675,15.23686,3.509258,-1.938774,13.62994,3.251469,-1.935442,14.54943
STAND,0.2239096,0.2239096,-1.859498,16.05536,0.2901029,1.425904,16.35046,0.3505595,4.548054,16.49926,0.09990825,6.043757,16.349,-1.482717,3.18265,16.59399,-1.873161,0.7809582,16.77879,-2.207119,-1.124953,15.98464,-2.223465,-1.779844,15.83388,1.944819,3.169328,15.87551,2.85656,0.9849334,15.79475,3.174675,-0.8765466,14.5892,3.345002,-1.465771,14.0826,-0.5651121,-1.831647,15.8338,-0.9529803,-5.895783,15.2313,-1.575571,-8.396954,15.17739,-1.139247,-7.980856,13.98071,1.00324,-1.799861,15.52072,0.8201072,-5.793262,15.27041,0.8099654,-8.372227,15.22137,0.8563394,-8.659612,14.02485,0.3362569,3.788698,16.48499,-2.069264,-2.438777,15.59581,-1.851312,-1.704115,15.583,3.527157,-1.975505,13.68507,3.292084,-2.00569,14.61375
STAND,0.2274734,0.2274734,-1.860306,16.05887,0.2921334,1.425145,16.35258,0.3523611,4.546867,16.50048,0.102742,6.043286,16.34965,-1.477438,3.177267,16.60323,-1.874557,0.7659355,16.84178,-2.228589,-1.135133,16.06412,-2.209323,-1.774077,15.84026,1.947517,3.166345,15.87984,2.854719,0.9675449,15.80464,3.176208,-0.8822905,14.60717,3.338733,-1.473062,14.08314,-0.561328,-1.833919,15.83697,-0.9448228,-5.909539,15.24391,-1.580673,-8.407705,15.18008,-1.108006,-7.964976,14.00883,1.006794,-1.799219,15.52431,0.8208711,-5.792545,15.27317,0.8103588,-8.37112,15.23292,0.8532704,-8.635414,14.024,0.3379721,3.787695,16.4864,-2.132436,-2.412375,15.64633,-1.770269,-1.862041,15.532,3.509372,-1.988094,13.65215,3.238279,-1.942385,14.50304
STAND,0.2278524,0.2278524,-1.863096,16.06212,0.2939289,1.422613,16.35544,0.3554095,4.544383,16.50306,0.1057379,6.042078,16.35242,-1.469985,3.174224,16.61506,-1.856018,0.7632819,16.85178,-2.164409,-1.125297,15.9775,-2.101641,-1.704205,15.60848,1.950257,3.165063,15.88047,2.855717,0.9678656,15.80174,3.177019,-0.8857577,14.6018,3.32952,-1.459355,14.02438,-0.5607241,-1.839923,15.8435,-0.9397417,-5.917053,15.25198,-1.582445,-8.4136,15.18369,-1.119708,-7.945017,14.01568,1.007002,-1.800442,15.52584,0.8204285,-5.79156,15.27593,0.8232032,-8.370546,15.22635,0.9144819,-8.800849,14.12774,0.3406804,3.785211,16.48907,-1.991939,-2.33667,15.35473,-1.725044,-1.671429,15.39875,3.493641,-1.967581,13.57469,3.222891,-1.931943,14.46936
STAND,0.2301816,0.2301816,-1.864194,16.06325,0.2973738,1.421238,16.35648,0.3600269,4.542859,16.50362,0.1093668,6.042017,16.35437,-1.461786,3.173292,16.61921,-1.839928,0.7703328,16.83755,-2.084124,-1.105615,15.83038,-2.030971,-1.65481,15.46297,1.955375,3.160471,15.87658,2.858652,0.9690881,15.79444,3.177715,-0.885296,14.59115,3.334692,-1.44435,13.99284,-0.5578028,-1.841552,15.84517,-0.9324833,-5.92266,15.25835,-1.583434,-8.417172,15.187,-1.126798,-7.939333,14.01906,1.008761,-1.800853,15.526,0.82188,-5.791549,15.27712,0.8183827,-8.37044,15.23015,0.9888447,-8.83436,14.17504,0.3450091,3.783695,16.48979,-1.929368,-2.271611,15.23127,-1.660551,-1.566828,15.24186,3.499691,-1.929745,13.56039,3.243323,-1.937747,14.49102
STAND,0.2373061,0.2373061,-1.864404,16.05812,0.3068259,1.419632,16.35205,0.3721312,4.539831,16.49913,0.1168074,6.039618,16.35086,-1.451789,3.171222,16.6173,-1.819402,0.7725766,16.81076,-2.051956,-1.108084,15.75908,-2.029144,-1.665651,15.44247,1.963194,3.160344,15.87131,2.870088,0.9763918,15.77964,3.184604,-0.8831554,14.56906,3.365715,-1.423623,13.98741,-0.5501558,-1.842031,15.83926,-0.9301745,-5.922871,15.25841,-1.580088,-8.417539,15.19022,-1.135202,-7.93737,14.01726,1.015299,-1.800303,15.52041,0.8257986,-5.788625,15.27097,0.8096111,-8.36714,15.23256,0.9481688,-8.72453,14.08909,0.3564731,3.781021,16.48536,-1.931388,-2.263327,15.21438,-1.620341,-1.723982,15.25062,3.528255,-1.939797,13.51706,3.271861,-1.926088,14.44607
STAND,0.2460329,0.2460329,-1.86547,16.05155,0.3229983,1.418505,16.34199,0.3974407,4.53908,16.48379,0.1418649,6.036983,16.34003,-1.432091,3.171397,16.60134,-1.813729,0.775836,16.79818,-2.065616,-1.099912,15.78153,-2.065908,-1.697407,15.54759,1.982813,3.159659,15.85949,2.894597,0.9761382,15.76261,3.219837,-0.8843256,14.55046,3.42829,-1.442541,13.99357,-0.5419806,-1.843877,15.83208,-0.9234201,-5.92365,15.25653,-1.588376,-8.414412,15.18797,-1.10352,-7.94728,14.03075,1.024238,-1.800099,15.51325,0.829472,-5.784886,15.26738,0.8272409,-8.364016,15.21621,0.9420414,-8.808681,14.13274,0.3794383,3.780124,16.47148,-1.950126,-2.335127,15.32458,-1.659308,-1.690402,15.28518,3.59449,-1.929856,13.57174,3.360491,-1.939429,14.45461
